Hydr_id        ,Address                                 ,Descript                                          ,CapColor
435293,3500 Summerhill DR /3500 Summerhill Dr  ,Orange (500-1000 gpm)                             ,Orange
435294,Abby LN & North Hills RD                ,Orange (500-1000 gpm)                             ,Orange
436015,3697 Lamar AVE /Chism Square S.S        ,Orange (500-1000 gpm)                             ,Orange
436295,3655 Darnell DR /north end [hydrant in f,Orange (500-1000 gpm)                             ,Orange
437003,3855 Lamar AVE /SW Corner of Wal Mart   ,Green (1000-1500 gpm)                             ,Green
437009,3755 Lamar AVE /Golden China            ,Green (1000-1500 gpm)                             ,Green
437013,3855 Lamar AVE /WAL-MART (WEST SIDE)    ,Green (1000-1500 gpm)                             ,Green
437014,3755 NE Loop 286 /Best Western          ,Green (1000-1500 gpm)                             ,Green
437073,Castlegate DR & NE 38th ST              ,Orange (500-1000 gpm)                             ,Orange
437091,3710 Woodland LN                        ,Orange (500-1000 gpm)                             ,Orange
437188,NE 37th ST & Brownwood CIR              ,Orange (500-1000 gpm)                             ,Orange
437203,3725 Eagle BND                          ,Orange (500-1000 gpm)                             ,Orange
437209,NE 38th ST & Village BND                ,Orange (500-1000 gpm)                             ,Orange
437308,Farm Road 195 & Wendy LN                ,Green (1000-1500 gpm)                             ,Green
438003,3855 Lamar AVE /SE Front of Wal~Mart    ,Green (1000-1500 gpm)                             ,Green
438013,3855 Lamar AVE /N.E.Rear of Wal-Mart    ,Orange (500-1000 gpm)                             ,Orange
438015,3733 Lamar AVE /Chisum Square NE        ,Orange (500-1000 gpm)                             ,Orange
438017,3745 Lamar AVE /Chisum Square SE (Jordan,Orange (500-1000 gpm)                             ,Orange
438293,"3800 Summerhill DR /Paris, TX 75462     ",Orange (500-1000 gpm)                             ,Orange
439001,3900 Lamar AVE /Applebee's              ,Green (1000-1500 gpm)                             ,Green
439003,3900 Lamar AVE /Behind Applebee's       ,Green (1000-1500 gpm)                             ,Green
440005,4000 Lamar AVE /Back of Four States     ,Green (1000-1500 gpm)                             ,Green
440072,Castlegate DR /40th N.E.                ,Orange (500-1000 gpm)                             ,Orange
440383,Farm Road 195 & Askins RD /Askin Road   ,Green (1000-1500 gpm)                             ,Green
