Hydr_id        ,Address                                 ,Descript                                          ,CapColor
441002,4005 Lamar AVE /Four States SE Corner   ,Green (1000-1500 gpm)                             ,Green
441003,NE 42nd ST & Lamar AVE                  ,Orange (500-1000 gpm)                             ,Orange
441012,NE 42nd ST & Enchanted DR               ,Orange (500-1000 gpm)                             ,Orange
441041,NE 42nd ST & Eastridge DR               ,Green (1000-1500 gpm)                             ,Green
441071,42ND. NE 42nd ST & Castlegate DR        ,Orange (500-1000 gpm)                             ,Orange
441083,Pine Mill RD /Station 2                 ,Orange (500-1000 gpm)                             ,Orange
442043,4200 Sunrise DR                         ,Orange (500-1000 gpm)                             ,Orange
442075,4200 Castlegate DR                      ,Orange (500-1000 gpm)                             ,Orange
443118,Mockingbird LN & Noles                  ,Black (0 - 375 gpm)                               ,Black
443145,1400 Cope DR                            ,Red (400-500 gpm)                                 ,Red
443157,1500 Cope DR                            ,Red (400-500 gpm)                                 ,Red
444362,Farm Road 195 & Greenwood LN            ,Green (1000-1500 gpm)                             ,Green
445041,NE 46th ST & Thomas DR                  ,Black (0 - 375 gpm)                               ,Black
445049,NE 46th ST & Welch CIR                  ,Black (0 - 375 gpm)                               ,Black
445243,2415 Wildwood LN                        ,Orange (500-1000 gpm)                             ,Orange
445247,2435 Wildwood LN                        ,Orange (500-1000 gpm)                             ,Orange
446003,4600 Lamar AVE                          ,Green (1000-1500 gpm)                             ,Green
446091,NE 46th ST & Pine Mill RD /North Side   ,Orange (500-1000 gpm)                             ,Orange
446236,2360 Wildwood LN                        ,Orange (500-1000 gpm)                             ,Orange
446343,2305 Wildwood LN                        ,Orange (500-1000 gpm)                             ,Orange
446390,4605 Deer Haven LN /end of Cul de Sac   ,Orange (500-1000 gpm)                             ,Orange
447384,3800 47TH N.E. (E.S.)                   ,Orange (500-1000 gpm)                             ,Orange
447398,NE 47 & Deer Haven LN                   ,Green (1000-1500 gpm)                             ,Green
448382,Farm Road 195 & NE 48th ST              ,Green (1000-1500 gpm)                             ,Green
448388,3800 NE 48th ST                         ,Orange (500-1000 gpm)                             ,Orange
452385,5220 Amherst CT                         ,Green (1000-1500 gpm)                             ,Green
218165P        ,1415 SW 19th ST /Turner Industries      ,Green (1000-1500 gpm)                             ,Green
218167P        ,1415 SW 19th ST /Turner Industries      ,Green (1000-1500 gpm)                             ,Green
219142P        ,1200 SW 19th ST /TURNER PIPE SOUTHSIDE  ,Orange (500-1000 gpm)                             ,Orange
219144P        ,1200 SW 19th ST /TURNER PIPE Under Crane,Orange (500-1000 gpm)                             ,Orange
219146P        ,1200 SW 19th ST /TURNER PIPE West of Mai,Orange (500-1000 gpm)                             ,Orange
219148P        ,1200 SW 19th ST /TURNER PIPE Southeast  ,Orange (500-1000 gpm)                             ,Orange
223134P        ,1300 SW 19th ST /North side near powder ,Green (1000-1500 gpm)                             ,Green
301263P        ,2100 N Main ST /AAA Storage             ,Unknown                                           ,Unknown
319150P        ,1601 NW 19th ST /Flex O Lite            ,Green (1000-1500 gpm)                             ,Green
319155P        ,1601 NW 19th ST                         ,Green (1000-1500 gpm)                             ,Green
402283P        ,210 Stone AVE                           ,Green (1000-1500 gpm)                             ,Green
402287P        ,210 Stone AVE                           ,Green (1000-1500 gpm)                             ,Green
